skier_id,resort,jacket_color,ski_color,hours_skied,snow_quality,had_lunch,cm_of_new_snow,afternoon_beverage
541,Davos,yellow,red,3,10,True,22,snow_mocha
542,Laax,green,purple,6,3,False,39,orange juice
543,Davos,orange,black,8,4,True,20,orange juice
544,Crans-Montana,purple,pink,4,5,True,13,orange juice
545,Crans-Montana,purple,yellow,2,3,True,20,orange juice
546,Laax,purple,purple,3,4,False,41,wine
547,St. Moritz,black,white,9,6,True,2,water
548,Jungfrau,white,black,9,7,True,29,snow_mocha
549,St. Moritz,grey,black,9,4,False,25,coffee
550,Lenzerheide,red,green,2,4,True,12,orange juice
551,Engelberg,green,white,2,7,True,24,water
552,Crans-Montana,blue,red,1,2,True,35,snow_mocha
553,Zermatt,white,yellow,1,4,False,18,tea
554,Laax,yellow,pink,4,8,True,32,coffee
555,Laax,pink,green,1,2,False,0,snow_mocha
556,Arosa,red,orange,6,9,True,7,coffee
557,Engelberg,pink,yellow,2,10,True,32,tea
558,Lenzerheide,orange,green,8,3,False,13,water
559,St. Moritz,white,purple,9,2,True,5,wine
560,Lenzerheide,orange,white,3,1,True,48,tea
561,Lenzerheide,blue,red,8,10,True,32,water
562,Zermatt,green,yellow,6,7,True,15,wine
563,Arosa,yellow,yellow,5,1,False,47,wine
564,Davos,orange,white,7,5,True,18,wine
565,Crans-Montana,yellow,white,9,6,False,12,water
566,Zermatt,black,green,7,3,False,16,coffee
567,Crans-Montana,red,white,8,3,False,20,snow_mocha
568,Zermatt,pink,orange,7,4,False,35,tea
569,Engelberg,white,red,2,8,False,26,wine
570,Crans-Montana,pink,white,3,7,False,33,coffee
571,Lenzerheide,yellow,white,4,5,False,10,coffee
572,St. Moritz,green,green,7,6,False,1,orange juice
573,Crans-Montana,black,red,7,9,False,49,wine
574,Zermatt,red,green,5,8,False,25,water
575,Arosa,purple,purple,5,8,False,31,water
576,Arosa,grey,red,3,7,False,2,coffee
577,St. Moritz,green,yellow,8,1,True,28,water
578,Jungfrau,blue,white,8,8,False,7,water
579,Laax,pink,grey,9,10,True,13,tea
580,Engelberg,black,red,1,9,False,10,snow_mocha
581,Laax,orange,pink,6,1,True,45,snow_mocha
582,Lenzerheide,red,red,3,7,False,32,snow_mocha
583,Crans-Montana,green,grey,8,2,True,31,water
584,Crans-Montana,blue,blue,6,8,False,20,hot_chocolate
585,Arosa,green,yellow,1,5,True,38,tea
586,Crans-Montana,orange,yellow,4,5,False,35,wine
587,Crans-Montana,yellow,blue,8,3,False,48,hot_chocolate
588,St. Moritz,black,white,1,3,False,26,tea
589,Arosa,orange,purple,7,1,False,0,water
590,Jungfrau,grey,pink,7,6,True,34,orange juice
591,Engelberg,white,green,4,2,False,16,wine
592,Crans-Montana,orange,red,9,3,False,12,tea
593,Zermatt,pink,green,9,10,False,18,water
594,Zermatt,red,white,4,1,False,40,snow_mocha
595,St. Moritz,red,pink,3,10,False,17,snow_mocha
596,Laax,red,blue,2,8,True,26,tea
597,Engelberg,orange,pink,2,4,False,12,water
598,Verbier,yellow,purple,4,10,False,22,coffee
599,Crans-Montana,green,yellow,6,5,True,11,snow_mocha
600,Lenzerheide,black,grey,2,5,True,19,tea
601,Laax,orange,grey,7,2,False,25,tea
602,Crans-Montana,black,yellow,9,3,False,45,water
603,Lenzerheide,red,green,5,10,False,6,coffee
604,Lenzerheide,red,red,4,4,False,11,coffee
605,St. Moritz,orange,orange,3,10,True,21,snow_mocha
606,Zermatt,grey,black,1,8,False,11,tea
607,Davos,pink,white,3,5,True,24,snow_mocha
608,Arosa,red,pink,9,6,False,39,orange juice
609,Lenzerheide,pink,yellow,8,9,True,16,water
610,Jungfrau,white,yellow,3,10,False,37,snow_mocha
611,Zermatt,pink,orange,7,1,True,9,tea
612,Verbier,pink,blue,4,7,False,0,water
613,St. Moritz,orange,pink,3,9,True,18,snow_mocha
614,Jungfrau,orange,red,3,3,False,2,wine
615,Verbier,purple,white,2,6,True,9,snow_mocha
616,Crans-Montana,red,grey,6,3,True,30,snow_mocha
617,Davos,grey,yellow,8,2,False,23,water
618,Arosa,black,white,9,10,True,45,snow_mocha
619,Arosa,yellow,purple,3,10,True,30,orange juice
620,Verbier,pink,blue,4,10,False,7,water
621,Davos,red,black,3,9,False,34,snow_mocha
622,Engelberg,pink,green,4,8,False,23,tea
623,Jungfrau,yellow,orange,1,5,False,48,orange juice
624,Zermatt,white,pink,5,3,False,23,tea
625,Jungfrau,pink,grey,2,10,False,4,wine
626,Laax,green,red,2,3,False,33,coffee
627,St. Moritz,yellow,pink,3,8,False,46,snow_mocha
628,Crans-Montana,green,grey,3,6,False,14,tea
629,St. Moritz,red,red,2,2,False,24,tea
630,Arosa,purple,blue,8,4,True,35,hot_chocolate
631,St. Moritz,red,white,1,5,False,17,wine
632,Verbier,grey,pink,2,3,False,18,orange juice
633,St. Moritz,black,yellow,9,4,True,9,water
634,Laax,yellow,black,3,9,True,24,orange juice
635,St. Moritz,red,grey,9,6,True,38,wine
636,Jungfrau,white,red,1,3,True,39,water
637,Engelberg,yellow,grey,2,3,False,42,water
638,Zermatt,yellow,purple,8,2,False,14,water
639,Laax,red,yellow,6,4,False,15,wine
640,Jungfrau,red,blue,9,8,True,2,hot_chocolate
641,Engelberg,grey,pink,7,7,True,28,coffee
642,Davos,white,yellow,2,6,True,35,water
643,Laax,red,yellow,2,9,True,7,wine
644,Lenzerheide,green,black,9,4,False,43,tea
645,Lenzerheide,green,yellow,8,3,False,9,tea
646,Laax,black,blue,9,4,False,7,hot_chocolate
647,Laax,green,black,4,5,True,17,snow_mocha
648,Zermatt,red,pink,7,6,False,5,wine
649,Zermatt,orange,black,6,3,True,49,coffee
650,Crans-Montana,black,green,3,9,False,45,water
651,Verbier,red,orange,8,7,True,24,snow_mocha
652,Engelberg,grey,white,3,5,False,16,tea
653,Zermatt,black,blue,2,8,True,33,water
654,Davos,green,grey,4,5,False,23,snow_mocha
655,Zermatt,pink,green,6,5,False,21,tea
656,Zermatt,red,pink,2,1,False,19,snow_mocha
657,Lenzerheide,green,orange,5,7,True,39,snow_mocha
658,Zermatt,orange,orange,1,6,False,12,tea
659,Engelberg,white,purple,4,6,False,11,wine
660,Laax,orange,blue,7,4,True,47,hot_chocolate
661,Lenzerheide,yellow,black,2,7,False,34,water
662,Arosa,grey,black,8,7,False,1,coffee
663,St. Moritz,pink,white,5,1,False,5,snow_mocha
664,St. Moritz,white,black,8,7,False,4,coffee
665,St. Moritz,blue,white,4,2,False,44,snow_mocha
666,Lenzerheide,black,yellow,3,2,False,35,tea
667,Laax,grey,yellow,1,6,True,19,water
668,Engelberg,pink,grey,6,4,True,46,wine
669,Lenzerheide,black,grey,5,1,True,37,tea
670,Arosa,red,red,5,7,True,32,coffee
671,Lenzerheide,white,orange,1,9,False,20,snow_mocha
672,Crans-Montana,pink,white,8,8,False,23,coffee
673,Jungfrau,green,orange,1,6,True,33,snow_mocha
674,Zermatt,white,green,3,8,False,21,water
675,Verbier,white,pink,1,5,True,35,tea
676,Verbier,white,red,3,3,True,33,wine
677,Jungfrau,orange,white,3,4,False,16,coffee
678,Arosa,grey,black,3,7,False,1,wine
679,Verbier,black,yellow,5,5,False,28,coffee
680,Lenzerheide,orange,green,4,6,False,0,snow_mocha
681,Verbier,pink,blue,1,2,True,0,tea
682,Lenzerheide,blue,grey,6,10,True,36,water
683,Davos,grey,grey,3,7,False,15,snow_mocha
684,Laax,green,purple,3,2,False,33,water
685,Laax,white,orange,1,3,False,10,coffee
686,Davos,red,orange,3,3,False,3,snow_mocha
687,Jungfrau,white,orange,1,3,False,18,water
688,St. Moritz,pink,red,3,7,True,12,snow_mocha
689,Lenzerheide,green,blue,9,2,True,33,hot_chocolate
690,St. Moritz,pink,pink,2,8,True,47,water
691,St. Moritz,yellow,grey,2,1,True,8,snow_mocha
692,St. Moritz,black,blue,7,2,False,33,hot_chocolate
693,Lenzerheide,red,white,8,2,True,6,wine
694,Zermatt,grey,red,8,6,True,3,wine
695,Jungfrau,green,black,3,9,True,11,coffee
696,Zermatt,pink,yellow,6,3,False,46,snow_mocha
697,Zermatt,white,black,5,10,False,7,tea
698,Arosa,yellow,red,8,9,True,16,wine
699,Verbier,pink,green,1,2,True,47,tea
700,Engelberg,yellow,green,2,10,True,17,water
701,Laax,green,red,8,3,True,10,coffee
702,St. Moritz,pink,grey,8,9,True,13,coffee
703,Arosa,orange,blue,8,10,False,45,hot_chocolate
704,Laax,green,white,4,6,True,27,coffee
705,Zermatt,black,white,5,10,True,44,orange juice
706,Davos,red,red,5,10,True,45,snow_mocha
707,Crans-Montana,blue,green,2,3,False,10,wine
708,Laax,green,orange,4,1,True,9,orange juice
709,Verbier,yellow,yellow,9,8,True,45,wine
710,Davos,black,pink,5,2,False,26,snow_mocha
711,St. Moritz,blue,blue,2,9,True,32,wine
712,Laax,grey,pink,4,2,False,35,snow_mocha
713,Verbier,purple,pink,5,7,False,8,water
714,Zermatt,green,green,5,1,True,44,water
715,Jungfrau,blue,yellow,2,4,False,13,snow_mocha
716,Lenzerheide,blue,pink,3,9,False,4,wine
717,Davos,white,blue,3,3,False,37,snow_mocha
718,Davos,green,white,6,3,False,44,tea
719,Arosa,black,white,6,7,True,15,orange juice
720,Jungfrau,white,yellow,8,8,True,46,orange juice
721,Engelberg,pink,grey,9,2,False,31,water
722,St. Moritz,purple,green,8,7,False,0,coffee
723,St. Moritz,blue,pink,4,2,True,34,snow_mocha
724,St. Moritz,purple,grey,7,8,False,5,snow_mocha
725,Crans-Montana,black,white,4,4,True,3,orange juice
726,Davos,blue,green,9,5,False,20,coffee
727,Zermatt,grey,red,5,8,True,5,snow_mocha
728,St. Moritz,red,blue,7,8,True,26,hot_chocolate
729,Lenzerheide,pink,green,1,8,True,30,wine
730,St. Moritz,red,pink,9,6,False,39,wine
731,Laax,red,purple,4,5,True,17,snow_mocha
732,Arosa,green,orange,1,2,False,45,wine
733,St. Moritz,purple,white,4,5,False,0,snow_mocha
734,Lenzerheide,grey,black,7,10,False,3,tea
735,Lenzerheide,orange,yellow,9,2,True,36,snow_mocha
736,Arosa,white,white,6,1,False,40,wine
737,Engelberg,purple,pink,6,1,True,33,snow_mocha
738,Davos,white,grey,2,5,True,44,wine
739,Jungfrau,purple,grey,4,6,True,36,snow_mocha
740,Laax,purple,yellow,1,8,False,34,tea
741,Arosa,green,yellow,9,6,True,19,coffee
742,Jungfrau,pink,grey,9,5,False,28,coffee
743,St. Moritz,white,pink,1,7,False,23,snow_mocha
744,Engelberg,yellow,grey,9,9,True,14,wine
745,Jungfrau,purple,purple,2,4,False,21,water
746,Crans-Montana,red,black,4,5,False,34,tea
747,Lenzerheide,green,black,9,5,True,6,tea
748,Davos,orange,yellow,7,4,True,49,water
749,Lenzerheide,red,purple,4,10,False,17,tea
750,Engelberg,grey,orange,7,8,False,47,coffee
751,Verbier,green,grey,3,6,True,33,coffee
752,Jungfrau,orange,orange,8,10,False,23,coffee
753,St. Moritz,orange,grey,8,7,True,29,coffee
754,Jungfrau,grey,blue,8,3,False,32,hot_chocolate
755,Lenzerheide,black,purple,5,5,True,1,tea
756,Davos,pink,yellow,1,1,True,11,water
757,Jungfrau,orange,yellow,2,9,True,49,coffee
758,Lenzerheide,green,pink,4,9,True,18,snow_mocha
759,Jungfrau,white,grey,1,7,False,17,snow_mocha
760,Jungfrau,black,blue,8,9,True,27,hot_chocolate
761,Engelberg,red,grey,8,8,True,30,wine
762,Laax,grey,purple,8,1,True,15,wine
763,Verbier,black,green,8,5,False,8,coffee
764,Verbier,grey,grey,6,9,False,40,wine
765,Jungfrau,orange,purple,8,9,True,41,water
766,Zermatt,red,blue,4,2,False,14,coffee
767,Zermatt,yellow,pink,5,7,False,3,coffee
768,Zermatt,pink,red,6,3,False,13,snow_mocha
769,Engelberg,pink,grey,1,9,False,13,wine
770,Zermatt,white,black,4,2,True,49,wine
771,Engelberg,black,purple,9,10,False,45,water
772,Zermatt,pink,yellow,3,4,True,7,coffee
773,Davos,yellow,orange,3,3,True,25,snow_mocha
774,Laax,yellow,grey,6,2,True,38,orange juice
775,St. Moritz,grey,pink,5,5,False,33,snow_mocha
776,Zermatt,blue,orange,5,6,True,0,snow_mocha
777,Lenzerheide,black,green,2,1,True,22,wine
778,Engelberg,blue,white,7,3,True,26,snow_mocha
779,Verbier,black,orange,3,4,True,9,wine
780,Engelberg,orange,grey,4,4,False,15,orange juice
781,Davos,blue,white,8,5,False,36,snow_mocha
782,Arosa,orange,grey,8,4,False,8,wine
783,Lenzerheide,black,blue,8,5,False,25,hot_chocolate
784,Davos,purple,black,4,1,False,9,snow_mocha
785,St. Moritz,yellow,yellow,2,1,False,30,water
786,Laax,black,red,2,7,False,47,coffee
787,Verbier,green,red,4,1,False,44,wine
788,Engelberg,black,white,3,8,True,40,wine
789,Crans-Montana,orange,green,2,2,False,10,wine
790,Crans-Montana,pink,blue,7,6,True,31,hot_chocolate
791,St. Moritz,red,grey,8,6,False,48,orange juice
792,Zermatt,white,white,8,6,True,44,snow_mocha
793,Engelberg,purple,purple,1,7,False,27,snow_mocha
794,Lenzerheide,yellow,orange,9,4,False,33,water
795,Laax,red,red,5,10,False,46,tea
796,Arosa,blue,red,7,4,True,27,tea
797,Lenzerheide,pink,blue,5,3,False,39,water
798,Engelberg,blue,orange,1,6,False,13,wine
799,St. Moritz,blue,black,2,6,True,37,orange juice
800,Lenzerheide,pink,grey,3,6,True,19,wine
801,Lenzerheide,orange,white,1,9,True,45,orange juice
802,Davos,white,white,3,7,True,41,snow_mocha
803,Engelberg,black,black,6,2,True,26,water
804,Verbier,pink,orange,4,10,True,20,snow_mocha
805,Engelberg,black,orange,9,4,False,37,water
806,Laax,green,red,8,1,True,46,tea
807,St. Moritz,pink,pink,4,4,False,42,snow_mocha
808,Laax,purple,yellow,5,9,True,5,water
809,St. Moritz,yellow,blue,6,1,False,0,hot_chocolate
810,Jungfrau,red,purple,4,2,True,49,wine
811,Verbier,green,blue,6,10,False,26,hot_chocolate
812,Verbier,yellow,white,9,10,False,47,snow_mocha
813,Arosa,red,yellow,1,1,True,24,tea
814,Jungfrau,purple,grey,3,2,False,11,orange juice
815,Lenzerheide,black,blue,5,6,True,15,water
816,Crans-Montana,white,pink,6,8,False,0,coffee
817,Zermatt,white,pink,2,4,False,26,orange juice
818,St. Moritz,green,orange,9,7,False,34,orange juice
819,Arosa,blue,blue,9,2,True,16,hot_chocolate
820,Arosa,orange,yellow,9,4,True,26,coffee
821,Engelberg,red,grey,8,6,False,0,tea
822,Crans-Montana,green,purple,2,9,False,38,wine
823,Jungfrau,red,pink,1,4,True,39,wine
824,Davos,black,green,7,7,True,35,snow_mocha
825,Engelberg,grey,pink,9,3,True,31,orange juice
826,Lenzerheide,grey,red,1,9,False,43,coffee
827,Davos,black,black,6,7,False,26,water
828,Crans-Montana,yellow,blue,8,4,False,26,hot_chocolate
829,Engelberg,white,white,9,9,True,22,orange juice
830,Davos,black,orange,7,4,False,36,tea
831,St. Moritz,pink,pink,8,7,False,18,orange juice
832,Jungfrau,green,yellow,7,10,False,0,coffee
833,Lenzerheide,grey,purple,1,1,True,8,snow_mocha
834,Davos,red,yellow,1,6,False,13,water
835,St. Moritz,orange,purple,2,10,False,33,wine
836,Lenzerheide,yellow,purple,7,9,True,25,wine
837,Davos,yellow,grey,4,2,False,37,snow_mocha
838,Engelberg,purple,purple,7,5,True,18,snow_mocha
839,Zermatt,green,green,7,2,True,5,coffee
840,Verbier,yellow,grey,5,8,False,18,coffee
841,Laax,pink,red,7,5,False,25,tea
842,Verbier,blue,blue,2,7,False,32,wine
843,Lenzerheide,blue,white,1,1,False,21,tea
844,St. Moritz,red,green,6,5,True,38,tea
845,Laax,grey,grey,3,6,False,24,orange juice
846,Jungfrau,yellow,white,7,7,False,38,wine
847,Crans-Montana,yellow,orange,1,8,False,21,wine
848,Jungfrau,blue,pink,1,4,True,40,wine
849,Crans-Montana,green,orange,7,5,True,18,orange juice
850,Jungfrau,red,green,5,2,False,25,snow_mocha
851,Davos,green,white,3,2,True,5,snow_mocha
852,Engelberg,grey,blue,8,9,False,5,hot_chocolate
853,Engelberg,blue,green,8,8,True,17,coffee
854,Zermatt,yellow,purple,7,6,True,13,water
855,Zermatt,green,blue,5,8,False,17,coffee
856,Engelberg,green,pink,4,1,False,38,coffee
857,Engelberg,black,pink,7,4,False,22,orange juice
858,Laax,white,purple,7,7,True,39,snow_mocha
859,Engelberg,pink,black,2,3,False,44,coffee
860,Engelberg,grey,red,5,10,True,43,snow_mocha
861,Lenzerheide,green,blue,2,4,False,5,water
862,Verbier,red,pink,2,9,True,0,water
863,Davos,red,green,5,6,False,7,snow_mocha
864,Lenzerheide,grey,blue,9,2,True,38,hot_chocolate
865,Zermatt,green,yellow,3,3,False,19,orange juice
866,Laax,purple,blue,3,8,True,21,snow_mocha
867,Zermatt,yellow,pink,1,5,True,27,tea
868,Verbier,white,pink,2,2,True,22,wine
869,Arosa,pink,green,2,3,True,49,wine
870,Jungfrau,grey,grey,4,2,False,31,water
871,Lenzerheide,black,black,9,8,False,16,snow_mocha
872,Lenzerheide,white,pink,6,4,False,29,coffee
873,Verbier,purple,white,4,6,True,27,wine
874,Zermatt,orange,pink,3,3,False,40,water
875,Lenzerheide,yellow,green,8,4,True,37,tea
876,Engelberg,purple,red,8,4,False,33,coffee
877,Lenzerheide,yellow,grey,9,2,False,45,orange juice
878,Engelberg,white,pink,8,6,False,26,snow_mocha
879,Davos,orange,white,6,3,False,37,water
880,St. Moritz,green,red,8,1,True,14,orange juice
881,Arosa,green,grey,5,4,True,41,orange juice
882,Zermatt,pink,blue,4,4,True,7,snow_mocha
883,Laax,purple,black,5,10,False,43,wine
884,Jungfrau,orange,yellow,3,4,False,42,snow_mocha
885,Lenzerheide,white,black,6,8,True,38,water
886,St. Moritz,black,orange,6,10,True,7,orange juice
887,Jungfrau,green,yellow,2,10,True,30,wine
888,Zermatt,pink,pink,7,8,True,10,tea
889,Crans-Montana,red,green,5,6,False,40,wine
890,Laax,pink,black,8,4,True,15,wine
891,Crans-Montana,purple,black,4,1,True,26,coffee
892,Zermatt,green,purple,1,10,False,32,tea
893,St. Moritz,white,grey,3,5,False,45,snow_mocha
894,Jungfrau,yellow,yellow,9,3,False,37,tea
895,Davos,purple,black,1,5,True,15,coffee
896,Lenzerheide,green,black,8,1,False,49,tea
897,Lenzerheide,grey,grey,6,4,False,5,coffee
898,Laax,yellow,black,2,2,False,22,water
899,Laax,black,yellow,9,3,False,28,tea
900,Laax,blue,grey,7,4,False,14,orange juice
901,St. Moritz,green,orange,3,4,False,33,snow_mocha
902,Lenzerheide,purple,black,7,4,True,31,wine
903,Davos,blue,blue,6,1,False,35,hot_chocolate
904,Zermatt,white,green,2,10,True,23,tea
905,Zermatt,green,black,8,7,False,35,tea
906,Laax,pink,pink,8,9,False,32,tea
907,Verbier,orange,green,2,2,True,1,coffee
908,St. Moritz,black,purple,3,2,False,23,snow_mocha
909,Engelberg,red,grey,2,2,True,27,wine
910,Verbier,yellow,green,8,5,True,45,coffee
911,Verbier,blue,blue,8,5,False,21,hot_chocolate
912,Verbier,blue,orange,8,10,True,13,coffee
913,Jungfrau,blue,red,9,4,False,8,tea
914,St. Moritz,blue,white,2,9,True,41,coffee
915,Laax,purple,yellow,4,5,True,32,wine
916,Arosa,red,white,2,2,False,15,coffee
917,Jungfrau,red,purple,7,10,True,30,snow_mocha
918,Crans-Montana,red,orange,8,3,False,39,coffee
919,Verbier,blue,yellow,5,8,True,14,orange juice
920,Laax,red,green,7,3,False,25,coffee
921,Verbier,pink,green,4,8,True,39,snow_mocha
922,Verbier,orange,black,3,9,False,35,wine
923,Arosa,orange,green,7,10,True,22,wine
924,St. Moritz,black,yellow,7,7,False,47,wine
925,Crans-Montana,green,blue,8,3,False,0,hot_chocolate
926,Davos,yellow,grey,8,1,True,1,tea
927,Laax,purple,black,5,7,True,11,coffee
928,Laax,pink,blue,3,2,True,9,snow_mocha
929,St. Moritz,grey,orange,7,5,False,16,wine
930,Zermatt,black,purple,1,9,False,11,tea
931,Arosa,white,grey,8,8,True,30,snow_mocha
932,Davos,pink,pink,8,3,True,13,tea
933,Arosa,purple,orange,1,9,False,3,snow_mocha
934,Jungfrau,blue,green,9,1,False,8,wine
935,Zermatt,green,black,5,2,False,38,coffee
936,Zermatt,yellow,green,2,10,False,30,water
937,Arosa,white,orange,8,6,False,10,snow_mocha
938,Crans-Montana,green,blue,1,10,True,32,wine
939,Laax,blue,green,4,1,True,25,water
940,Arosa,purple,orange,9,3,True,44,wine
941,Verbier,green,pink,2,10,False,45,orange juice
942,Crans-Montana,blue,yellow,6,6,False,38,orange juice
943,Lenzerheide,blue,white,1,4,False,39,snow_mocha
944,Crans-Montana,grey,purple,1,6,False,26,snow_mocha
945,Arosa,white,blue,3,1,False,15,wine
946,Davos,purple,white,4,1,False,46,snow_mocha
947,Engelberg,blue,white,4,4,False,11,water
948,Crans-Montana,orange,white,1,7,True,43,wine
949,Arosa,red,orange,3,2,False,28,orange juice
950,Laax,black,black,9,5,False,24,snow_mocha
951,Zermatt,purple,green,1,10,False,13,tea
952,Lenzerheide,red,grey,1,3,False,1,snow_mocha
953,Lenzerheide,orange,pink,8,5,False,21,coffee
954,Laax,grey,grey,2,9,True,21,orange juice
955,Arosa,white,green,7,4,False,25,orange juice
956,Engelberg,grey,pink,8,5,False,33,snow_mocha
957,Engelberg,red,yellow,6,1,True,43,orange juice
958,Laax,pink,orange,5,7,False,45,tea
959,Zermatt,grey,purple,9,7,True,23,wine
960,Davos,yellow,grey,9,9,True,1,wine
961,Zermatt,purple,green,9,6,False,9,coffee
962,Zermatt,yellow,blue,3,3,False,28,tea
963,Arosa,pink,pink,5,5,False,45,snow_mocha
964,Laax,pink,purple,7,7,True,5,snow_mocha
965,Zermatt,purple,black,4,4,False,3,water
966,Engelberg,red,grey,8,2,True,20,tea
967,Laax,orange,pink,5,3,False,7,coffee
968,Laax,red,grey,1,2,False,31,wine
969,Jungfrau,purple,red,6,5,False,37,water
970,Davos,grey,pink,1,6,False,41,coffee
971,Jungfrau,purple,yellow,4,8,True,8,wine
972,Arosa,blue,purple,4,6,False,41,coffee
973,Engelberg,grey,black,8,7,False,27,coffee
974,Davos,yellow,orange,5,10,True,5,snow_mocha
975,Crans-Montana,purple,black,1,6,True,38,water
976,Arosa,white,black,3,3,True,35,orange juice
977,Engelberg,white,red,9,2,False,47,coffee
978,Engelberg,yellow,white,2,4,True,49,water
979,Crans-Montana,grey,purple,9,2,True,20,coffee
980,Verbier,green,grey,7,10,True,14,snow_mocha
981,Arosa,red,green,4,4,False,26,water
982,Verbier,purple,red,1,8,True,48,tea
983,Zermatt,purple,red,4,5,True,15,tea
984,Verbier,blue,blue,1,10,True,13,tea
985,Crans-Montana,purple,blue,7,8,False,28,hot_chocolate
986,Davos,purple,grey,1,1,False,12,water
987,Engelberg,black,purple,8,10,False,41,tea
988,Laax,white,white,3,10,True,35,wine
989,Zermatt,black,blue,2,8,False,27,tea
990,Jungfrau,grey,white,5,7,False,37,water
991,Zermatt,yellow,purple,4,5,True,20,tea
992,Jungfrau,red,orange,3,3,True,15,wine
993,Crans-Montana,yellow,white,8,4,False,2,wine
994,Crans-Montana,green,red,6,8,True,5,orange juice
995,Lenzerheide,pink,grey,8,2,True,0,coffee
996,Arosa,yellow,grey,8,8,False,31,water
997,Engelberg,red,green,3,8,True,23,wine
998,Laax,blue,pink,8,8,True,18,coffee
999,Jungfrau,pink,red,3,9,True,49,tea
1000,Crans-Montana,purple,pink,6,2,False,23,water
1001,Jungfrau,orange,pink,4,4,True,8,snow_mocha
1002,Lenzerheide,grey,purple,1,9,False,18,orange juice
1003,Arosa,yellow,purple,9,4,True,11,coffee
1004,St. Moritz,pink,purple,7,7,True,33,water
1005,Arosa,grey,black,1,4,True,8,water
1006,Zermatt,orange,green,8,3,False,49,water
1007,St. Moritz,grey,pink,2,5,False,48,water
1008,Zermatt,grey,white,3,4,True,30,snow_mocha
1009,Laax,blue,orange,5,3,False,6,snow_mocha
1010,Lenzerheide,orange,blue,5,1,False,46,orange juice
1011,Crans-Montana,orange,white,3,6,False,32,tea
1012,Davos,orange,black,5,7,False,20,snow_mocha
1013,Engelberg,white,yellow,1,10,True,38,orange juice
1014,Davos,white,black,4,9,False,4,snow_mocha
1015,Davos,white,orange,9,8,False,17,snow_mocha
1016,Verbier,white,blue,1,6,False,15,tea
1017,Laax,white,white,5,8,False,3,tea
1018,Davos,pink,pink,4,8,True,28,snow_mocha
1019,Jungfrau,pink,green,4,4,True,22,tea
1020,Verbier,white,purple,2,9,False,10,wine
1021,Davos,grey,orange,8,3,False,49,snow_mocha
1022,St. Moritz,orange,yellow,2,4,True,24,tea
1023,Engelberg,yellow,red,7,5,True,7,orange juice
1024,Engelberg,yellow,green,2,6,True,24,tea
1025,Crans-Montana,white,red,6,6,True,8,snow_mocha
1026,Zermatt,green,pink,9,3,True,34,tea
1027,Arosa,green,green,2,1,True,21,tea
1028,Crans-Montana,grey,green,1,5,False,10,water
1029,Davos,black,purple,4,6,False,43,snow_mocha
1030,Crans-Montana,grey,black,7,1,True,6,tea
1031,Laax,grey,yellow,8,4,True,29,orange juice
1032,Davos,orange,pink,9,6,False,38,coffee
1033,St. Moritz,black,purple,9,7,True,25,wine
1034,Jungfrau,grey,purple,1,2,True,23,snow_mocha
1035,Lenzerheide,orange,orange,3,1,False,10,tea
1036,Crans-Montana,red,green,5,9,False,29,tea
1037,Verbier,red,blue,2,2,True,35,water
1038,St. Moritz,orange,purple,5,4,False,15,snow_mocha
1039,Laax,white,black,4,8,False,15,tea
1040,Laax,orange,green,3,6,False,47,tea
1041,St. Moritz,blue,black,6,9,True,38,orange juice
1042,Verbier,orange,white,4,3,False,22,snow_mocha
1043,Arosa,red,purple,6,8,False,19,coffee
1044,Davos,orange,grey,2,8,False,2,orange juice
1045,Jungfrau,green,blue,2,2,True,5,tea
1046,Lenzerheide,orange,grey,9,9,False,38,coffee
1047,Laax,red,white,1,2,True,47,snow_mocha
1048,St. Moritz,pink,grey,6,6,False,6,water
1049,Crans-Montana,black,red,7,6,False,48,snow_mocha
1050,Lenzerheide,purple,yellow,2,2,False,8,water
1051,Lenzerheide,green,red,3,4,False,3,orange juice
1052,Jungfrau,orange,orange,7,2,True,29,snow_mocha
1053,Engelberg,white,orange,9,6,True,13,orange juice
1054,Crans-Montana,white,blue,7,9,True,45,hot_chocolate
1055,Engelberg,white,yellow,8,10,True,20,coffee
1056,Crans-Montana,blue,grey,9,5,False,0,tea
1057,Davos,orange,orange,5,10,False,4,snow_mocha
1058,St. Moritz,white,blue,4,6,True,19,snow_mocha
1059,Laax,green,pink,9,4,False,18,water
1060,Davos,grey,red,6,1,False,49,wine
1061,Zermatt,purple,blue,7,5,True,1,hot_chocolate
1062,Davos,blue,orange,4,9,False,2,snow_mocha
1063,Engelberg,pink,green,5,4,False,43,snow_mocha
1064,Arosa,blue,white,8,8,True,21,orange juice
1065,Davos,orange,purple,9,4,False,39,snow_mocha
1066,Jungfrau,blue,blue,1,9,False,3,wine
1067,Lenzerheide,white,black,7,5,True,30,water
1068,Arosa,yellow,orange,4,4,True,44,snow_mocha
1069,Crans-Montana,black,yellow,5,7,False,4,snow_mocha
1070,Arosa,grey,pink,3,8,True,30,snow_mocha
1071,Engelberg,black,green,8,5,False,36,water
1072,Verbier,green,orange,1,3,False,24,tea
1073,Zermatt,blue,blue,6,9,False,28,hot_chocolate
1074,Verbier,purple,black,7,1,True,41,orange juice
1075,Zermatt,red,blue,4,8,False,17,wine
1076,Lenzerheide,red,green,9,4,False,48,water
1077,Arosa,red,white,1,5,False,47,coffee
1078,Davos,blue,red,7,10,True,31,wine
